order_index,order_number,order_due,vendor_code,part,order_qty,fs_po_line_key,Exist
3502,PO-072513-14,3/31/2014 0:00,30522,201205-G,16100,147982188,
3503,PO-071813-JN01,3/10/2014 0:00,30522,205027-K,8400,147534989,
3504,PO-071813-JN01,3/17/2014 0:00,30522,205027-K,15600,147534989,
3505,PO-071813-JN01,3/24/2014 0:00,30522,205027-K,14400,147534989,
3506,PO-071813-JN01,3/31/2014 0:00,30522,205027-K,14400,147534989,
3507,PO-022713-JN02,3/24/2014 0:00,30522,54200012-E1,2400,133353970,
3509,PO-072913-JN01,5/12/2014 0:00,30522,201-789-C,10000,148318363,
3510,PO-092613-JN04,3/17/2014 0:00,30522,54200013-E2,1800,157182074,
3511,PO-092613-JN04,3/24/2014 0:00,30522,54200013-E2,2400,157182074,
3512,PO-092613-JN04,3/31/2014 0:00,30522,54200013-E2,2400,157182074,
3513,PO-010713-JN01,3/24/2014 0:00,30522,54200014-D2,2400,129644448,
3514,PO-010713-JN01,3/18/2014 0:00,30522,54200014-D2,2400,129644448,
3515,PO-010713-JN01,3/31/2014 0:00,30522,54200014-D2,2400,129644448,
3516,PO-010713-JN02,3/24/2014 0:00,30522,54200015-D2,3000,129644464,
3517,PO-010713-JN02,3/17/2014 0:00,30522,54200015-D2,2000,129644464,
3518,PO-010713-JN02,3/31/2014 0:00,30522,54200015-D2,2000,129644464,
3519,PO-111213-05DF,3/31/2014 0:00,30522,54200287-F,5000,163456433,
3520,PO-102611-10,3/24/2014 0:00,30522,54200288-*,15000,91771147,
3521,PO-102611-10,3/31/2014 0:00,30522,54200288-*,15000,91771147,
3522,PO-102611-13,4/7/2014 0:00,30522,54200290-*,20000,91771249,
3524,PO-010713-JN03,3/11/2014 0:00,30522,54390015-B,3200,129644479,
3525,PO-010713-JN03,3/18/2014 0:00,30522,54390015-B,3200,129644479,
3528,PO-101811-101,3/31/2014 0:00,10374,54730019-G1,5000,92419386,
3529,PO-101811-101,4/7/2014 0:00,10374,54730019-G1,5000,92419386,
3530,PO-101811-101,4/14/2014 0:00,10374,54730019-G1,5000,92419386,
3531,PO-101811-101,3/31/2014 0:00,10374,54730020-G,5000,92419388,
3532,PO-101811-101,4/7/2014 0:00,10374,54730020-G,5000,92419388,
3533,PO-101811-101,4/14/2014 0:00,10374,54730020-G,5000,92419388,
3534,PO-101811-101,4/21/2014 0:00,10374,54730019-G1,5000,92419386,
3535,PO-101811-101,4/21/2014 0:00,10374,54730020-G,5000,92419388,
3540,PO-020713-JN01,4/21/2014 0:00,V0018,201129-C,8000,132019968,
3541,PO-102113-47DF,3/17/2014 0:00,11364,92-0371-1-H,1000,160643054,
3543,PO-11221342DF5,3/3/2014 0:00,50021,90-8323-1-M,2000,164449129,
3544,PO-11221342DF5,3/10/2014 0:00,50021,90-8323-1-M,2000,164449129,
3545,PO-11221342DF5,3/17/2014 0:00,50021,90-8323-1-M,2000,164449129,
3546,PO-11221342DF5,3/24/2014 0:00,50021,90-8323-1-M,2000,164449129,
3547,PO-11221342DF5,3/31/2014 0:00,50021,90-8323-1-M,2000,164449129,
3549,PO-121613-52DF,3/17/2014 0:00,50021,205041-C,15000,166105729,
3550,PO-121613-52DF,3/24/2014 0:00,50021,205041-C,15000,166105729,
3551,PO-121613-52DF,3/31/2014 0:00,50021,205041-C,15000,166105729,
3552,PO-012314-202376,2/27/2014 0:00,12193,202376-AB,35000,170223255,
3553,PO-012314-202377,2/27/2014 0:00,12193,202377-AB,70000,170223256,
3554,PO-012314-202378,2/27/2014 0:00,12193,202378-AB,35000,170223257,
3555,PO-012314-202381,2/27/2014 0:00,12193,202381-AB,35000,170223259,
3557,PO-012314-202382,2/27/2014 0:00,12193,202382-AB,175000,170223260,
3558,PO-012314-202384,2/27/2014 0:00,12193,202384-AB,105000,170223262,
3559,PO-012314-202386,2/27/2014 0:00,12193,202386-AB,105000,170223263,
3561,PO-012814-DF03,3/10/2014 0:00,50021,-310516,1000,170810507,
3562,PO-042313-JN03,3/10/2014 0:00,50021,310543-A,2000,138408642,
3563,PO-100311-100,1/20/2014 0:00,520017,205021-H,31,,
3565,PO-112213-23DF,2/3/2014 0:00,50021,826022-AA,2000,164449138,
3566,PO-112713-75DF,3/24/2014 0:00,50021,308324-59,1000,164740377,
3567,PO-112113-23DF,3/17/2014 0:00,50021,826030-E,2000,165504010,
3568,PO-112113-23DF,3/24/2014 0:00,50021,826030-E,2000,165504010,
3570,PO-012414-DF01,3/10/2014 0:00,50021,-826402,2000,170370717,
3573,PO-111913-36DF,3/10/2014 0:00,50021,933448-ZC,1500,167750097,
3574,POBK-012213-01,3/17/2014 0:00,10047,02-1088-22-AT,40,170664043,
3575,PO-120313-35DF,3/17/2014 0:00,50021,933436-BQ,1000,165210895,
3576,POBK-012213-01,3/10/2014 0:00,10047,02-1088-22-AT,40,170664043,
3577,POBK-012213-01,3/18/2014 0:00,10047,02-1088-22-AT,40,170664043,
3578,POBK-012213-01,5/12/2014 0:00,10047,02-1088-22-AT,40,170664043,
3580,POBK-012213-01,5/19/2014 0:00,10047,02-1088-22-AT,40,170664043,
3579,PO-120313-DF35,3/24/2014 0:00,50021,933466-ZB,1000,165210953,
3582,POBK-012213-01,5/26/2014 0:00,10047,02-1088-22-AT,60,170664043,
3583,POBK-012213-01,7/29/2014 0:00,10047,02-1088-22-AT,60,170664043,
3584,POBK-012213-01,8/19/2014 0:00,10047,02-1088-22-AT,40,170664043,
3585,POBK-012213-01,9/23/2014 0:00,10047,02-1088-22-AT,60,170664043,
3586,POBK-012213-01,10/21/2014 0:00,10047,02-1088-22-AT,40,170664043,
3587,POBK-012213-01,11/18/2014 0:00,10047,02-1088-22-AT,60,170664043,
3588,POBK-012213-01,12/16/2014 0:00,10047,02-1088-22-AT,50,170664043,
3589,POBK-012213-01,12/22/2014 0:00,10047,02-1088-22-AT,50,170664043,
3590,POBK-012213-01,1/9/2015 0:00,10047,02-1088-22-AT,50,170664043,
3591,PO-112213-DF23,4/21/2014 0:00,50021,826040-N,1000,164449141,
3592,POBK-012213-01,1/20/2015 0:00,10047,02-1088-22-AT,50,170664043,
3593,POBK-012213-01,2/2/2015 0:00,10047,02-1088-22-AT,50,170664043,
3594,POBK-012213-01,2/17/2015 0:00,10047,02-1088-22-AT,50,170664043,
3595,POBK-012213-01,2/27/2015 0:00,10047,02-1088-22-AT,50,170664043,
3596,POBK-012213-01,3/17/2015 0:00,10047,02-1088-22-AT,50,170664043,
3597,POBK-012213-01,4/10/2015 0:00,10047,02-1088-22-AT,50,170664043,
3598,POBK-012213-01,4/21/2014 0:00,10047,02-1088-22-AT,50,170664043,
3599,POBK-012213-01,5/5/2015 0:00,10047,02-1088-22-AT,50,170664043,
3600,POBK-012213-01,5/19/2015 0:00,10047,02-1088-22-AT,50,170664043,
3601,POBK-012213-01,6/5/2015 0:00,10047,02-1088-22-AT,50,170664043,
3602,POBK-012213-01,6/16/2015 0:00,10047,02-1088-22-AT,50,170664043,
3603,POBK-012213-01,7/10/2015 0:00,10047,02-1088-22-AT,50,170664043,
3604,POBK-012213-01,7/21/2015 0:00,10047,02-1088-22-AT,50,170664043,
3605,POBK-012213-01,8/5/2015 0:00,10047,02-1088-22-AT,50,170664043,
3606,POBK-012213-01,8/18/2015 0:00,10047,02-1088-22-AT,50,170664043,
3607,POBK-012213-01,8/21/2015 0:00,10047,02-1088-22-AT,40,170664043,
3611,PO-042513-31,3/25/2014 0:00,10047,02-1088-30-AT,90,170664044,
3613,PO-042513-31,5/20/2014 0:00,10047,02-1088-30-AT,90,170664044,
3614,PO-042513-31,6/23/2014 0:00,10047,02-1088-30-AT,90,170664044,
3615,PO-042513-31,7/22/2014 0:00,10047,02-1088-30-AT,40,170664044,
3616,PO-042513-31,7/29/2014 0:00,10047,02-1088-30-AT,60,170664044,
3617,PO-042513-31,8/13/2014 0:00,10047,02-1088-30-AT,20,170664044,
3618,PO-042513-31,8/21/2014 0:00,10047,02-1088-30-AT,20,170664044,
3619,PO-042513-31,9/12/2014 0:00,10047,02-1088-30-AT,40,170664044,
3620,PO-042513-31,10/13/2014 0:00,10047,02-1088-30-AT,20,170664044,
3621,PO-042513-31,10/20/2014 0:00,10047,02-1088-30-AT,40,170664044,
3622,PO-042513-31,10/29/2014 0:00,10047,02-1088-30-AT,20,170664044,
3623,PO-042513-31,11/21/2014 0:00,10047,02-1088-30-AT,20,170664044,
3646,PO-042513-31,7/21/2015 0:00,10047,02-1088-30-AT,30,170664044,
3644,PO-042513-31,7/13/2015 0:00,10047,02-1088-30-AT,60,170664044,
3676,POBK-101513-42DF,3/24/2014 0:00,50021,86-8347-2-J,2000,159890520,
3677,POBK-101513-42DF,3/31/2014 0:00,50021,86-8347-2-J,2000,159890520,
3678,PO-112213-DF42,3/10/2014 0:00,50021,89-8319-2-T,1600,164447826,
3679,PO-112213-DF42,3/24/2014 0:00,50021,89-8319-2-T,1600,164447826,
3680,PO-012814-DF08,3/3/2014 0:00,50021,49-371-AA,2000,170811060,
3681,POBK-091913-672DF,4/7/2014 0:00,11425,201215-Z,10000,156107016,
3682,POBK-091913-672DF,3/31/2014 0:00,11425,201215-Z,10000,156107016,
3683,PO-120513-47DF,4/14/2014 0:00,50021,90-0322-1-AD,1000,165504005,
3684,PO-112113-35DF,4/14/2014 0:00,50021,90-0329-1-W,1000,164449119,
3686,PO-112613-DF1,2/24/2014 0:00,50021,90-8302-1-AN,1200,164738885,
3687,PO-112213-42DF3,2/10/2014 0:00,50021,90-8302-2-AR,1000,164448678,
3692,PO-112213-42DF3,3/25/2014 0:00,50021,90-8302-2-AR,1000,164448678,
3693,PO-112213-42DF3,3/18/2014 0:00,50021,90-8302-2-AR,1000,164448678,
3694,PO-112213-42DF3,3/11/2014 0:00,50021,90-8302-2-AR,1000,164448678,
3695,PO-112213-42DF3,3/4/2014 0:00,50021,90-8302-2-AR,1000,164448678,
3696,PO-112213-42DF3,2/25/2014 0:00,50021,90-8302-2-AR,1000,164448678,
3624,PO-042513-31,12/12/2014 0:00,10047,02-1088-30-AT,20,170664044,
3625,PO-042513-31,12/22/2014 0:00,10047,02-1088-30-AT,20,170664044,
3626,PO-042513-31,1/12/2015 0:00,10047,02-1088-30-AT,20,170664044,
3627,PO-042513-31,1/20/2015 0:00,10047,02-1088-30-AT,40,170664044,
3628,PO-120213-DF3,3/10/2014 0:00,50021,54699023-C,2000,165123046,
3629,PO-120213-DF3,3/17/2014 0:00,50021,54699023-C,2000,165123046,
3630,PO-120213-DF3,3/24/2014 0:00,50021,54699023-C,2000,165123046,
3632,PO-120213-DF3,3/31/2014 0:00,50021,54699023-C,2000,165123046,
3631,PO-042513-31,2/9/2015 0:00,10047,02-1088-30-AT,20,170664044,
3633,PO-042513-31,2/17/2015 0:00,10047,02-1088-30-AT,20,170664044,
3634,PO-042513-31,3/13/2015 0:00,10047,02-1088-30-AT,60,170664044,
3635,PO-042513-31,3/23/2015 0:00,10047,02-1088-30-AT,20,170664044,
3636,PO-042513-31,4/13/2015 0:00,10047,02-1088-30-AT,60,170664044,
3637,PO-042513-31,4/21/2015 0:00,10047,02-1088-30-AT,20,170664044,
3640,PO-042513-31,5/11/2015 0:00,10047,02-1088-30-AT,60,170664044,
3641,PO-042513-31,5/19/2015 0:00,10047,02-1088-30-AT,20,170664044,
3642,PO-042513-31,6/12/2015 0:00,10047,02-1088-30-AT,60,170664044,
3643,PO-042513-31,6/22/2015 0:00,10047,02-1088-30-AT,20,170664044,
3648,PO-112713-42DF,2/10/2014 0:00,50021,300-130-1-C,2000,164739465,
3650,PO-112713-42DF,2/17/2014 0:00,50021,300-130-1-C,2000,164739465,
3651,PO-112713-42DF,2/24/2014 0:00,50021,300-130-1-C,2000,164739465,
3653,PO-112713-42DF,3/10/2014 0:00,50021,300-130-1-C,2000,164739465,
3654,PO-112713-42DF,3/17/2014 0:00,50021,300-130-1-C,2000,164739465,
3655,PO-112713-42DF,3/24/2014 0:00,50021,300-130-1-C,2000,164739465,
3656,PO-112713-42DF,3/31/2014 0:00,50021,300-130-1-C,2000,164739465,
3660,POBK-011314-01,4/28/2014 0:00,98733,02-2011-16-,3000,169051146,
3658,PO-072313-HW02,3/3/2014 0:00,10047,516854-5-J,20,170664034,
3663,PO-072313-HW02,5/2/2014 0:00,10047,516854-5-J,60,170664034,
3664,PO-072313-HW02,5/23/2014 0:00,10047,516854-5-J,30,170664034,
3662,POBK-011314-01,5/5/2014 0:00,98733,02-2011-16-,3000,169051146,
3665,PO-072313-HW02,6/27/2014 0:00,10047,516854-5-J,5,170664034,
3666,PO-072313-HW02,7/4/2014 0:00,10047,516854-5-J,30,170664034,
3667,PO-072313-HW02,8/27/2014 0:00,10047,516854-5-J,30,170664034,
3669,PO-072313-HW02,9/22/2014 0:00,10047,516854-5-J,30,170664034,
3671,POBK-101513-42DF,2/24/2014 0:00,50021,86-8347-2-J,2000,159890520,
3673,POBK-101513-42DF,3/3/2014 0:00,50021,86-8347-2-J,2000,159890520,
3672,PO-072313-HW02,10/23/2014 0:00,10047,516854-5-J,27,170664034,
3674,POBK-101513-42DF,3/10/2014 0:00,50021,86-8347-2-J,2000,159890520,
3675,POBK-101513-42DF,3/17/2014 0:00,50021,86-8347-2-J,2000,159890520,
4069,POBK-101513-42DF,2/3/2014 0:00,50021,86-8347-2-J,927,164448447,
3699,POBK-012714-02,4/14/2014 0:00,10037,30076-2090-N,5,170664276,
3700,POBK-012714-02,7/21/2014 0:00,10037,30076-2090-N,6,170664276,
3701,POBK-012714-02,8/20/2014 0:00,10037,30076-2090-N,2,170664276,
3702,POBK-012714-02,9/19/2014 0:00,10037,30076-2090-N,6,170664276,
3703,POBK-012714-02,10/20/2014 0:00,10037,30076-2090-N,4,170664276,
3704,POBK-012714-02,12/5/2014 0:00,10037,30076-2090-N,5,170664276,
3705,POBK-012714-02,1/9/2015 0:00,10037,30076-2090-N,8,170664276,
3706,POBK-012714-02,1/16/2015 0:00,10037,30076-2090-N,13,170664276,
3707,PO-112313-42DF,3/10/2014 0:00,50021,90-8316-1-P,2000,164738876,
3708,PO-112313-42DF,3/18/2014 0:00,50021,90-8316-1-P,2000,164738876,
3709,PO-112313-42DF,3/31/2014 0:00,50021,90-8316-1-P,2000,164738876,
3710,PO-112213-42DF1,3/10/2014 0:00,50021,90-8319-2-DD,1600,164448508,
3711,PO-112213-42DF1,3/31/2014 0:00,50021,90-8319-2-DD,1600,164448508,
3713,PO-111813-42DF,3/17/2014 0:00,50021,90-8351-1-AH,1200,164448367,
3714,PO-111813-42DF,3/24/2014 0:00,50021,90-8351-1-AH,1200,164448367,
3715,PO-111813-42DF,3/31/2014 0:00,50021,90-8351-1-AH,1200,164448367,
3716,PO-112113-42DF,2/17/2014 0:00,50021,91-8333-1-W,2000,164447733,
3717,PO-112113-42DF,2/24/2014 0:00,50021,91-8333-1-W,2000,164447733,
3718,PO-112113-42DF,3/17/2014 0:00,50021,91-8333-1-W,2000,164447733,
3719,PO-112613-42DF,4/14/2014 0:00,50021,91-8394-1-J,1000,164738822,
3720,PO-112613-DF1,2/10/2014 0:00,50021,90-8302-1-AN,1200,164738885,
3721,PO-112213-DF4,3/10/2014 0:00,50021,91-8394-3-J,1600,164448685,
3723,PO-011014-42DF,3/10/2014 0:00,50021,92-8399-2-F,1000,168756741,
3725,PO-112213-42DF,2/10/2014 0:00,50021,96-8397-1-F,1800,164447725,
3726,PO-112213-42DF,2/24/2014 0:00,50021,96-8397-1-F,1800,164447725,
3729,PO-111913-42DF,2/10/2014 0:00,50021,96-8331-2-C,2000,164447818,
3734,PO-112013-42DF,3/11/2014 0:00,50021,95-8338-2-E,1600,164447739,
3735,POBK-102513-67,5/5/2014 0:00,30141,201301-Q,3200,161248154,
3736,POBK-102513-67,6/2/2014 0:00,30141,201301-Q,3200,161248154,
3737,POBK-090913-06,2/17/2014 0:00,30141,205008-C,60000,154578477,
3738,POBK-090913-06,3/3/2014 0:00,30141,205008-C,60000,154578477,
3739,POBK-090913-06,4/14/2014 0:00,30141,205008-C,60000,154578477,
3740,POBK-090913-06,5/6/2014 0:00,30141,205008-C,60000,154578477,
3741,POBK-090913-06,5/19/2014 0:00,30141,205008-C,60000,154578477,
3749,PO-112213-42DF,4/7/2014 0:00,50021,96-8397-1-F,1800,,
3751,PO-112013-42DF,3/31/2014 0:00,50021,95-8338-2-E,1600,170957346,
3752,PO-112213-42DF,3/3/2014 0:00,50021,96-8397-1-F,1800,170957431,
3755,PO-111813-42DF,3/10/2014 0:00,50021,90-8351-1-AH,2000,170957666,
3763,POBK-012814-01,5/16/2014 0:00,10100,50866-1111-F,65,170957828,
3756,PO-112213-42DF,3/24/2014 0:00,50021,96-8397-1-F,1800,170957805,
3758,PO-111913-42DF,3/17/2014 0:00,50021,96-8331-2-C,2000,170957807,
3762,PO-111913-42DF,3/4/2014 0:00,50021,96-8331-2-C,2000,170957809,
3764,POBK-012814-01,10/16/2014 0:00,10100,50866-1111-F,60,170957829,
3765,PO-072313-HW,2/7/2014 0:00,10047,2046903-1-C,1,,
3770,POBK-012714-675837,3/5/2014 0:00,12193,675837-L,25000,170958425,
3771,POBK-040213-09,5/5/2014 0:00,98859,23077-1160-C,4,,
3772,POBK-040213-09,9/26/2014 0:00,98859,23077-1160-C,3,,
3773,POBK-011813-04,3/10/2014 0:00,98859,23080-1040-M,11,,
3774,POBK-011813-04,3/26/2014 0:00,98859,23080-1040-M,5,170958426,
3775,PO-112513-42DF,3/3/2014 0:00,50021,90-8344-2-M,1000,171104024,
3777,PO-112513-42DF,3/11/2014 0:00,50021,90-8344-2-M,2000,171104026,
3778,PO-112213-35DF,3/18/2014 0:00,50021,933500-C,1000,171104027,
3779,POBK-101513-42DF,4/14/2014 0:00,50021,86-8347-2-J,2000,171104028,
3781,PO-092713-30,2/24/2014 0:00,10457,203001-C,45500,171104230,
3781,PO-092713-30,2/24/2014 0:00,10457,203002-C,45500,171104231,
3782,PO-092713-30,3/17/2014 0:00,10457,203001-C,45500,171104232,
3782,PO-092713-30,3/17/2014 0:00,10457,203002-C,45500,171104233,
3783,PO-11221342DF5,3/17/2014 0:00,50021,90-8323-1-M,2000,,
3785,PO-101113-PL03DF,2/3/2014 0:00,12090,201263-E,1400,171104329,
3786,PO-011513-JN18,2/3/2014 0:00,12090,205028-G,22500,171104330,
3787,PO-011513-JN18,2/10/2014 0:00,12090,205028-G,15000,171104331,
3788,PO-011513-JN18,2/17/2014 0:00,12090,205028-G,15000,171104332,
3789,PO-101013-PL01DF,3/17/2014 0:00,12090,201143-F,30000,171104525,
3791,PO-071813-JN01,1/27/2014 0:00,30522,205027-K,3408,,
3792,PO-101013-PL01DF,4/7/2014 0:00,12090,201143-F,36000,171104528,
3793,PO-092613-JN04,2/3/2014 0:00,30522,54200013-E2,600,,
3794,PO-O32113-JN01,3/31/2014 0:00,12090,200002-A,15000,171104529,
3795,PO-O32113-JN01,4/7/2014 0:00,12090,200002-A,7500,171104530,
3796,PO-O32113-JN01,4/14/2014 0:00,12090,200002-A,15000,171104531,
3798,PO-010214-DF05,4/14/2014 0:00,12090,201103-H,140000,171104532,
3800,POBK-011613-03,2/20/2014 0:00,98607,23080-3040-G,30,,
3801,PO-010214-DF06,3/31/2014 0:00,12090,201106-A,22500,171104533,
3802,PO-010214-DF06,4/7/2014 0:00,12090,201106-A,22500,171104534,
3804,PO-1011113-PL02DF,4/14/2014 0:00,12090,201192-A,3000,171104535,
3805,PO-010214-DF07,5/12/2014 0:00,12090,201261-B,2400,171104536,
3806,PO-101113-PL03DF,5/12/2014 0:00,12090,201263-E,1400,,
3808,PO-101113-PL04DF,4/28/2014 0:00,12090,205010-F,20000,171104541,
3809,PO-010214-PLDF,2/3/2014 0:00,12090,205011-J,15000,171104542,
3811,PO-010214-PLDF,2/10/2014 0:00,12090,205011-J,22500,171104544,
3812,PO-010214-PLDF,2/17/2014 0:00,12090,205011-J,7500,171104545,
3813,PO-112513-52DF,4/7/2014 0:00,12090,205023-F,10000,171104546,
3814,PO-112513-52DF,4/14/2014 0:00,12090,205023-F,15000,171104547,
3815,PO-112513-52DF,4/21/2014 0:00,12090,205023-F,15000,171104548,
3816,PO-011513-JN16,4/14/2014 0:00,12090,205024-E,16000,171104553,
3817,PO-011513-JN18,4/7/2014 0:00,12090,205028-G,15000,171104554,
3818,PO-011513-JN18,4/14/2014 0:00,12090,205028-G,15000,,
3819,PO-010214-DF08,4/7/2014 0:00,12090,205037-C,12000,171104557,
3820,PO-010214-DF08,4/14/2014 0:00,12090,205037-C,12000,171104558,
3821,PO-010214-DF08,4/21/2014 0:00,12090,205037-C,12000,171104559,
3828,PO-012714-DF01,4/28/2014 0:00,V0018,201201-C,12000,171104731,
3829,PO-012714-DF01,5/5/2014 0:00,V0018,201201-C,16000,171104732,
3831,PO-020713-JN02,3/17/2014 0:00,V0018,201177-K,32000,,
3832,PO-020713-JN02,3/24/2014 0:00,V0018,201177-K,24000,171104774,
3833,PO-020713-JN02,3/31/2014 0:00,V0018,201177-K,28000,171104775,
3834,PO-020713-JN02,4/7/2014 0:00,V0018,201177-K,28000,171104776,
3835,PO-102113-47DF,3/24/2014 0:00,11364,92-0371-1-H,1000,171104777,
3836,PO-081613-JN01,4/14/2014 0:00,30522,201141-J,34200,171104778,
3837,PO-081613-JN02,4/7/2014 0:00,30522,201142-H,12000,171104779,
3838,PO-072513-13,4/7/2014 0:00,30522,201202-G,15000,171104780,
3839,PO-072513-13,4/14/2014 0:00,30522,201202-G,15000,171104781,
3840,PO-072513-14,4/7/2014 0:00,30522,201205-G,13800,171104782,
3841,PO-071813-JN01,4/7/2014 0:00,30522,205027-K,13200,171104783,
3842,PO-071813-JN01,4/14/2014 0:00,30522,205027-K,13200,171104784,
3843,PO-022713-JN02,4/7/2014 0:00,30522,54200012-E1,2400,171104785,
3844,PO-022713-JN02,4/14/2014 0:00,30522,54200012-E1,2400,171104786,
3845,PO-092613-JN04,4/7/2014 0:00,30522,54200013-E2,1800,171104787,
3846,PO-010713-JN01,4/7/2014 0:00,30522,54200014-D2,800,171104788,
3847,PO-010713-JN02,4/7/2014 0:00,30522,54200015-D2,2000,171104789,
3848,PO-111213-05DF,4/1/2014 0:00,30522,54200287-F,20000,171104790,
3849,PO-111213-05DF,4/14/2014 0:00,30522,54200287-F,5000,171104793,
3850,PO-102611-10,4/7/2014 0:00,30522,54200288-*,15000,171104794,
3851,PO-102611-10,4/7/2014 0:00,30522,54200288-*,15000,,
3853,PO-031913-JN02,4/7/2014 0:00,30522,54200289-B,20000,171104798,
3854,PO-031913-JN02,4/14/2014 0:00,30522,54200289-B,20000,171104799,
3855,PO-102611-13,4/14/2014 0:00,30522,54200290-*,20000,171104800,
3856,PO-010713-JN03,4/1/2014 0:00,30522,54390015-B,1600,171104801,
3857,PO-011714-DF01,4/21/2014 0:00,12090,201004-C,8000,171104802,
3858,PO-010214-DF05,4/7/2014 0:00,12090,201103-H,100000,171104803,
3859,PO-O32113-JN01,4/7/2014 0:00,12090,200002-A,7500,,
3860,PO-101013-PL01DF,4/21/2014 0:00,12090,201143-F,18000,171104804,
3862,PO-112013-67DF,5/5/2014 0:00,12091,201204-G,30000,171104807,
3863,PO-121613-52DF,4/7/2014 0:00,50021,205041-C,15000,171104808,
3864,PO-121613-52DF,4/14/2014 0:00,50021,205041-C,15000,,
3865,PO-112213-DF42,4/14/2014 0:00,50021,89-8319-2-T,1600,171104810,
3866,PO-112213-DF42,4/14/2014 0:00,50021,89-8319-2-T,1600,171104811,
3867,PO-112613-DF1,3/10/2014 0:00,50021,90-8302-1-AN,1200,171104812,
3868,PO-112613-DF1,3/24/2014 0:00,50021,90-8302-1-AN,1200,171104813,
3869,PO-112213-42DF3,4/14/2014 0:00,50021,90-8302-2-AR,1000,171104814,
3870,PO-112313-42DF,4/7/2014 0:00,50021,90-8316-1-P,2000,,
3871,PO-112213-42DF1,4/14/2014 0:00,50021,90-8319-2-DD,1600,171104823,
3872,PO-112613-DF1,4/14/2014 0:00,50021,90-8302-1-AN,2400,171104824,
3873,PO-112213-42DF1,4/14/2014 0:00,50021,90-8319-2-DD,1600,,
3874,PO-11221342DF5,4/21/2014 0:00,50021,90-8323-1-M,2000,171104825,
3875,PO-112513-42DF,3/3/2014 0:00,50021,90-8344-2-M,1000,,
3876,PO-112513-42DF,3/10/2014 0:00,50021,90-8344-2-M,1000,,
3879,PO-040213-6802M,2/10/2014 0:00,10188,202002-A,8000,171104851,
3881,POBK-040213-680,2/24/2014 0:00,10188,202356-W,78000,171104857,
3882,POBK-040213-680,3/3/2014 0:00,10188,202356-W,78000,171104858,
3883,POBK-040213-680,3/3/2014 0:00,10188,202356-W,78000,,
3884,POBK-040213-680,3/17/2014 0:00,10188,202356-W,78000,171104859,
3886,POBK-040213-680S,2/10/2014 0:00,10188,202005-A,64000,171104861,
3887,POBK-040213-680S,2/17/2014 0:00,10188,202005-A,64000,171104862,
3890,PO-111113-68IF,2/17/2014 0:00,10188,202002-A,28000,171104863,
3891,PO-111113-68IF,2/24/2014 0:00,10188,202002-A,32000,171104864,
3892,PO-111113-68IF,3/31/2014 0:00,10188,202002-A,40000,171104865,
3893,PO-111113-68IF,4/28/2014 0:00,10188,202002-A,32000,171104866,
3894,PO-111113-68IF,5/26/2014 0:00,10188,202002-A,32000,171104867,
3895,PO-111113-68IF,6/30/2014 0:00,10188,202002-A,32000,171104868,
3896,POBK-011613-03,2/17/2014 0:00,98607,23080-3040-G,9,171104870,
3897,POBK-040213-680,3/10/2014 0:00,10188,202356-W,78000,171104869,
3899,POBK-011613-03,2/20/2014 0:00,98607,23080-3040-G,30,171104871,
3900,POBK-040213-680S,2/10/2014 0:00,10188,202005-A,64000,,
3901,POBK-040213-680S,2/24/2014 0:00,10188,202005-A,64000,171104873,
3902,POBK-040213-680M,2/10/2014 0:00,10188,202004-A,64000,171104874,
3903,POBK-040213-680M,2/17/2014 0:00,10188,202004-A,64000,171104876,
3904,POBK-040213-680M,2/24/2014 0:00,10188,202004-A,64000,171104877,
3908,POBK-040213-680M,4/21/2014 0:00,10188,202004-A,160000,,
3909,POBK-040213-680M,4/28/2014 0:00,10188,202004-A,160000,,
3907,PO-021413-31,2/20/2014 0:00,10374,203241-D,30000,171104882,
3910,POBK-040213-680S,4/21/2014 0:00,10188,202005-A,160000,,
3912,POBK-040213-680S,4/28/2014 0:00,10188,202005-A,160000,,
3911,PO-021413-31,3/13/2014 0:00,10374,203241-D,30000,171104883,
3913,POBK-040213-680S,5/5/2014 0:00,10188,202005-A,80000,,
3914,POBK-040213-680S,5/12/2014 0:00,10188,202005-A,80000,,
3915,POBK-040213-680S,5/19/2014 0:00,10188,202005-A,16000,,
3916,PO-120111-104,2/13/2014 0:00,10374,205022-E,15000,171104884,
3917,POBK-120913-01,4/11/2014 0:00,98867,S8192-244AAL031-NG,91,171250522,
3918,POBK-011514-02,4/14/2014 0:00,10037,23080-3021-D,400,171250523,
3919,POBK-011514-02,5/19/2014 0:00,10037,23080-3021-D,200,171250524,
3920,POBK-011514-02,7/16/2014 0:00,10037,23080-3021-D,200,171250525,
3921,POBK-040213-680,5/5/2014 0:00,10188,202356-W,39000,171250526,
3925,POBK-013114-01,2/7/2014 0:00,1365,02-4300-18-BH,500,171250537,
3926,POBK-013114-01,8/6/2014 0:00,1365,02-4300-18-BH,1000,171250538,
3927,POBK-013114-01,9/19/2014 0:00,1365,02-4300-18-BH,500,171250539,
3928,POBK-012314-01,2/17/2014 0:00,98779,56-851100-B,2000,171250540,
3929,POBK-012714-01,10/17/2014 0:00,98859,23080-1043-D,1,171250541,
3930,POBK-040213-680,5/12/2014 0:00,10188,202356-W,39000,171250619,
3931,POBK-040213-680,5/19/2014 0:00,10188,202356-W,78000,171250620,
